cluster,fix__duration__mean,fix__duration__std,fix__aoi_region__n_unique,fix__aoi_region__entropy,fix__aoi_region__top1_prop,blink__n,trans__n,trans__same_frac,task__n,task__duration__mean,task__difficulty__mean,task__subjective_difficulty__mean,task__subjective_effort__mean,relative_load_level,relative_load_label
0,0.7570605826406941,2.393261571177915,6.75,1.254678305228321,0.5282795609442053,0.0,3185.25,0.0,2.1666666666666665,1676.1758834415011,,2.4361111111111113,2.4305555555555554,3,中高负荷 / 多源信息整合型
1,3.3831915949095235,10.47061434906066,3.5,0.3456262704392386,0.914408310749774,0.0,164.5,0.0,1.0,2199.733440041542,,2.5,3.0,4,高负荷 / 持续专注解题型
2,2.2582319459399662,7.334494618963652,4.0,0.5350355958698977,0.8378378378378378,0.0,86.0,0.0,1.0,956.0224506855012,,1.0,1.0,2,低负荷 / 轻量任务型
3,6.090654700994492,16.061428142512092,4.0,1.1432752061942135,0.5,0.0,99.0,0.0,1.0,434.7843403816223,,0.0,0.0,1,极低负荷 / 轻松浏览型
